"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"id","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages"
"8600000US01001","ZCTA5 01001","7413","322","200","105","866","216","155","89","59","65","(X)","(X)","2.7","1.4","11.7","3.0","2.1","1.2","0.8","0.9","178","109","44","43","94","83","40","59","0","19","2.4","1.5","22.0","19.2","10.9","9.4","25.8","30.2","0.0","40.1"
"8600000US01002","ZCTA5 01002","9798","451","390","118","962","228","710","189","286","229","(X)","(X)","4.0","1.2","9.8","2.4","7.2","1.9","2.9","2.3","266","110","42","38","48","49","165","98","11","17","2.7","1.1","10.8","9.4","5.0","5.4","23.2","10.8","3.8","7.5"
"8600000US01003","ZCTA5 01003","42","42","0","19","4","7","14","20","0","19","(X)","(X)","0.0","47.5","9.5","22.8","33.3","46.1","0.0","47.5","0","19","0","19","0","19","0","19","0","19","0.0","47.5","-","**","0.0","100.0","0.0","82.3","-","**"
"8600000US01005","ZCTA5 01005","1944","232","19","30","47","47","25","42","0","17","(X)","(X)","1.0","1.5","2.4","2.4","1.3","2.1","0.0","1.8","0","17","0","17","0","17","0","17","0","17","0.0","1.8","0.0","70.6","0.0","44.9","0.0","61.6","-","**"
"8600000US01007","ZCTA5 01007","5563","196","103","66","279","114","181","110","0","19","(X)","(X)","1.9","1.2","5.0","2.0","3.3","2.0","0.0","0.6","103","95","16","25","18","29","69","80","0","19","1.9","1.7","15.5","25.7","6.5","10.0","38.1","34.8","-","**"
"8600000US01008","ZCTA5 01008","490","63","3","4","13","16","0","12","0","12","(X)","(X)","0.6","0.7","2.7","3.2","0.0","6.9","0.0","6.9","0","12","0","12","0","12","0","12","0","12","0.0","6.9","0.0","100.0","0.0","85.4","-","**","-","**"
"8600000US01009","ZCTA5 01009","114","76","0","12","12","20","0","12","0","12","(X)","(X)","0.0","26.0","10.5","19.8","0.0","26.0","0.0","26.0","0","12","0","12","0","12","0","12","0","12","0.0","26.0","-","**","0.0","88.8","-","**","-","**"
"8600000US01010","ZCTA5 01010","1447","89","30","28","53","40","11","18","0","12","(X)","(X)","2.1","1.9","3.7","2.8","0.8","1.2","0.0","2.4","10","15","0","12","10","15","0","12","0","12","0.7","1.1","0.0","56.2","18.9","24.2","0.0","92.8","-","**"
"8600000US01011","ZCTA5 01011","564","52","0","12","32","21","0","12","0","12","(X)","(X)","0.0","6.0","5.7","3.6","0.0","6.0","0.0","6.0","0","12","0","12","0","12","0","12","0","12","0.0","6.0","-","**","0.0","54.4","-","**","-","**"
"8600000US01012","ZCTA5 01012","272","48","7","8","4","5","0","12","0","12","(X)","(X)","2.6","2.9","1.5","1.8","0.0","12.1","0.0","12.1","4","6","4","6","0","12","0","12","0","12","1.5","2.3","57.1","52.7","0.0","100.0","-","**","-","**"
"8600000US01013","ZCTA5 01013","9140","404","1722","206","1024","189","120","97","35","33","(X)","(X)","18.8","2.4","11.2","2.0","1.3","1.0","0.4","0.4","488","122","230","87","228","69","15","23","15","24","5.3","1.3","13.4","4.9","22.3","6.6","12.5","21.6","42.9","50.3"
"8600000US01020","ZCTA5 01020","12798","409","1171","271","840","210","330","156","62","42","(X)","(X)","9.1","2.0","6.6","1.6","2.6","1.2","0.5","0.3","395","148","242","110","56","43","97","91","0","26","3.1","1.1","20.7","9.2","6.7","5.3","29.4","23.1","0.0","39.1"
"8600000US01022","ZCTA5 01022","1154","130","11","21","39","36","42","47","0","12","(X)","(X)","1.0","1.8","3.4","3.2","3.6","4.1","0.0","3.0","11","16","0","12","11","16","0","12","0","12","1.0","1.5","0.0","92.8","28.2","43.6","0.0","47.5","-","**"
"8600000US01026","ZCTA5 01026","448","46","3","5","15","10","0","12","0","12","(X)","(X)","0.7","1.1","3.3","2.4","0.0","7.5","0.0","7.5","0","12","0","12","0","12","0","12","0","12","0.0","7.5","0.0","100.0","0.0","79.5","-","**","-","**"
"8600000US01027","ZCTA5 01027","7928","269","269","140","373","127","93","77","38","43","(X)","(X)","3.4","1.8","4.7","1.6","1.2","1.0","0.5","0.5","56","56","0","19","22","28","34","49","0","19","0.7","0.7","0.0","12.2","5.9","7.5","36.6","42.7","0.0","49.9"
"8600000US01028","ZCTA5 01028","5958","219","106","75","429","113","97","64","9","14","(X)","(X)","1.8","1.3","7.2","1.9","1.6","1.1","0.2","0.2","66","51","0","19","42","41","24","28","0","19","1.1","0.9","0.0","27.5","9.8","9.2","24.7","31.0","0.0","100.0"
"8600000US01029","ZCTA5 01029","238","65","0","12","0","12","0","12","0","12","(X)","(X)","0.0","13.6","0.0","13.6","0.0","13.6","0.0","13.6","0","12","0","12","0","12","0","12","0","12","0.0","13.6","-","**","-","**","-","**","-","**"
"8600000US01030","ZCTA5 01030","4416","286","154","84","232","102","48","45","21","22","(X)","(X)","3.5","1.9","5.3","2.3","1.1","1.0","0.5","0.5","109","83","22","35","76","72","0","19","11","16","2.5","1.9","14.3","23.5","32.8","23.5","0.0","44.4","52.4","52.4"
"8600000US01031","ZCTA5 01031","537","97","19","13","23","18","0","12","0","12","(X)","(X)","3.5","2.6","4.3","3.4","0.0","6.3","0.0","6.3","0","12","0","12","0","12","0","12","0","12","0.0","6.3","0.0","70.6","0.0","64.2","-","**","-","**"
"8600000US01032","ZCTA5 01032","234","47","4","6","0","12","0","12","0","12","(X)","(X)","1.7","2.6","0.0","13.9","0.0","13.9","0.0","13.9","0","12","0","12","0","12","0","12","0","12","0.0","13.9","0.0","100.0","-","**","-","**","-","**"
"8600000US01033","ZCTA5 01033","2603","143","86","76","245","138","33","39","0","17","(X)","(X)","3.3","2.9","9.4","5.2","1.3","1.5","0.0","1.3","31","46","0","17","31","46","0","17","0","17","1.2","1.8","0.0","32.1","12.7","18.9","0.0","53.6","-","**"
"8600000US01034","ZCTA5 01034","855","65","16","18","42","16","0","12","0","12","(X)","(X)","1.9","2.0","4.9","1.9","0.0","4.0","0.0","4.0","0","12","0","12","0","12","0","12","0","12","0.0","4.0","0.0","76.9","0.0","47.5","-","**","-","**"
"8600000US01035","ZCTA5 01035","2294","163","18","28","177","114","96","54","17","27","(X)","(X)","0.8","1.2","7.7","5.1","4.2","2.4","0.7","1.2","18","28","18","28","0","17","0","17","0","17","0.8","1.2","100.0","72.5","0.0","17.8","0.0","29.7","0.0","74.6"
"8600000US01036","ZCTA5 01036","2000","113","37","33","138","59","14","18","0","17","(X)","(X)","1.9","1.7","6.9","2.9","0.7","0.9","0.0","1.7","6","11","0","17","0","17","6","11","0","17","0.3","0.6","0.0","50.6","0.0","22.2","42.9","57.1","-","**"
"8600000US01037","ZCTA5 01037","238","68","7","11","18","16","0","12","0","12","(X)","(X)","2.9","4.8","7.6","7.1","0.0","13.6","0.0","13.6","0","12","0","12","0","12","0","12","0","12","0.0","13.6","0.0","100.0","0.0","72.5","-","**","-","**"
"8600000US01038","ZCTA5 01038","1220","98","8","12","63","44","0","12","0","12","(X)","(X)","0.7","1.0","5.2","3.6","0.0","2.8","0.0","2.8","28","42","0","12","28","42","0","12","0","12","2.3","3.4","0.0","100.0","44.4","50.7","-","**","-","**"
"8600000US01039","ZCTA5 01039","543","66","22","23","15","14","4","7","0","12","(X)","(X)","4.1","4.2","2.8","2.6","0.7","1.3","0.0","6.2","0","12","0","12","0","12","0","12","0","12","0.0","6.2","0.0","65.6","0.0","79.5","0.0","100.0","-","**"
"8600000US01040","ZCTA5 01040","15278","422","6945","332","634","125","56","49","20","24","(X)","(X)","45.5","2.1","4.1","0.8","0.4","0.3","0.1","0.2","2238","265","2096","257","118","68","24","29","0","26","14.6","1.7","30.2","3.4","18.6","10.0","42.9","44.2","0.0","68.8"
"8600000US01050","ZCTA5 01050","1067","84","11","11","51","24","0","12","0","12","(X)","(X)","1.0","1.1","4.8","2.2","0.0","3.2","0.0","3.2","0","12","0","12","0","12","0","12","0","12","0.0","3.2","0.0","92.8","0.0","43.1","-","**","-","**"
"8600000US01053","ZCTA5 01053","565","82","10","15","8","13","0","12","0","12","(X)","(X)","1.8","2.6","1.4","2.4","0.0","6.0","0.0","6.0","0","12","0","12","0","12","0","12","0","12","0.0","6.0","0.0","97.3","0.0","100.0","-","**","-","**"
"8600000US01054","ZCTA5 01054","766","57","10","8","43","20","0","12","11","10","(X)","(X)","1.3","1.1","5.6","2.6","0.0","4.5","1.4","1.3","0","12","0","12","0","12","0","12","0","12","0.0","4.5","0.0","97.3","0.0","46.9","-","**","0.0","92.8"
"8600000US01056","ZCTA5 01056","7925","271","412","139","1742","241","132","88","9","17","(X)","(X)","5.2","1.7","22.0","3.0","1.7","1.1","0.1","0.2","462","135","68","64","340","110","54","62","0","23","5.8","1.7","16.5","14.9","19.5","6.1","40.9","37.2","0.0","100.0"
"8600000US01057","ZCTA5 01057","3526","131","48","44","56","37","0","17","33","32","(X)","(X)","1.4","1.2","1.6","1.0","0.0","1.0","0.9","0.9","10","16","0","17","10","16","0","17","0","17","0.3","0.5","0.0","44.4","17.9","25.9","-","**","0.0","53.6"
"8600000US01060","ZCTA5 01060","6556","268","386","122","379","107","153","54","30","25","(X)","(X)","5.9","1.8","5.8","1.7","2.3","0.8","0.5","0.4","129","75","84","65","33","32","12","18","0","19","2.0","1.1","21.8","15.4","8.7","8.4","7.8","11.4","0.0","56.2"
"8600000US01062","ZCTA5 01062","4171","184","435","130","196","83","44","32","33","30","(X)","(X)","10.4","3.0","4.7","2.0","1.1","0.8","0.8","0.7","175","97","162","93","13","14","0","19","0","19","4.2","2.3","37.2","19.3","6.6","8.0","0.0","46.4","0.0","53.6"
"8600000US01063","ZCTA5 01063","0","12","0","12","0","12","0","12","0","12","(X)","(X)","-","**","-","**","-","**","-","**","0","12","0","12","0","12","0","12","0","12","-","**","-","**","-","**","-","**","-","**"
"8600000US01066","ZCTA5 01066","31","48","0","12","0","12","0","12","0","12","(X)","(X)","0.0","55.3","0.0","55.3","0.0","55.3","0.0","55.3","0","12","0","12","0","12","0","12","0","12","0.0","55.3","-","**","-","**","-","**","-","**"
"8600000US01068","ZCTA5 01068","688","45","9","9","6","7","4","6","3","5","(X)","(X)","1.3","1.3","0.9","1.0","0.6","0.8","0.4","0.7","0","12","0","12","0","12","0","12","0","12","0.0","5.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0"
"8600000US01069","ZCTA5 01069","3508","222","106","61","100","65","48","45","19","30","(X)","(X)","3.0","1.7","2.9","1.9","1.4","1.3","0.5","0.8","33","30","0","17","21","25","12","18","0","17","0.9","0.9","0.0","27.5","21.0","23.0","25.0","39.0","0.0","70.6"
"8600000US01070","ZCTA5 01070","296","43","6","6","4","5","2","3","5","5","(X)","(X)","2.0","2.0","1.4","1.8","0.7","1.0","1.7","1.7","2","4","0","12","0","12","0","12","2","4","0.7","1.2","0.0","100.0","0.0","100.0","0.0","100.0","40.0","56.0"
"8600000US01071","ZCTA5 01071","526","65","12","17","38","27","0","12","0","12","(X)","(X)","2.3","3.1","7.2","5.1","0.0","6.4","0.0","6.4","0","12","0","12","0","12","0","12","0","12","0.0","6.4","0.0","88.8","0.0","49.9","-","**","-","**"
"8600000US01072","ZCTA5 01072","630","47","30","16","25","21","0","12","0","12","(X)","(X)","4.8","2.5","4.0","3.3","0.0","5.4","0.0","5.4","0","12","0","12","0","12","0","12","0","12","0.0","5.4","0.0","56.2","0.0","61.6","-","**","-","**"
"8600000US01073","ZCTA5 01073","2406","135","29","34","119","67","37","40","13","21","(X)","(X)","1.2","1.4","4.9","2.9","1.5","1.7","0.5","0.9","59","63","0","17","59","63","0","17","0","17","2.5","2.7","0.0","57.1","49.6","36.4","0.0","50.6","0.0","85.4"
"8600000US01074","ZCTA5 01074","95","93","0","12","0","12","0","12","0","12","(X)","(X)","0.0","29.9","0.0","29.9","0.0","29.9","0.0","29.9","0","12","0","12","0","12","0","12","0","12","0.0","29.9","-","**","-","**","-","**","-","**"
"8600000US01075","ZCTA5 01075","6616","306","174","85","335","117","41","35","56","51","(X)","(X)","2.6","1.3","5.1","1.7","0.6","0.5","0.8","0.8","56","47","17","20","24","22","15","25","0","19","0.8","0.7","9.8","12.0","7.2","6.2","36.6","46.2","0.0","41.1"
"8600000US01077","ZCTA5 01077","3804","176","82","44","128","71","97","64","9","14","(X)","(X)","2.2","1.2","3.4","1.9","2.5","1.7","0.2","0.4","80","73","0","17","32","50","48","51","0","17","2.1","1.9","0.0","33.2","25.0","32.9","49.5","36.6","0.0","100.0"
"8600000US01079","ZCTA5 01079","342","103","0","12","35","57","0","12","0","12","(X)","(X)","0.0","9.7","10.2","16.8","0.0","9.7","0.0","9.7","0","12","0","12","0","12","0","12","0","12","0.0","9.7","-","**","0.0","52.0","-","**","-","**"
"8600000US01080","ZCTA5 01080","918","97","37","35","25","24","9","14","30","44","(X)","(X)","4.0","3.7","2.7","2.6","1.0","1.6","3.3","4.8","0","12","0","12","0","12","0","12","0","12","0.0","3.7","0.0","50.6","0.0","61.6","0.0","100.0","0.0","56.2"
"8600000US01081","ZCTA5 01081","756","81","24","19","18","17","0","12","0","12","(X)","(X)","3.2","2.6","2.4","2.2","0.0","4.5","0.0","4.5","3","4","0","12","3","4","0","12","0","12","0.4","0.6","0.0","62.8","16.7","30.7","-","**","-","**"
"8600000US01082","ZCTA5 01082","4587","201","209","111","224","85","0","19","29","40","(X)","(X)","4.6","2.4","4.9","1.9","0.0","0.8","0.6","0.9","45","39","28","28","17","27","0","19","0","19","1.0","0.8","13.4","14.5","7.6","11.8","-","**","0.0","57.1"
"8600000US01083","ZCTA5 01083","1066","180","0","12","0","12","26","43","0","12","(X)","(X)","0.0","3.2","0.0","3.2","2.4","4.0","0.0","3.2","0","12","0","12","0","12","0","12","0","12","0.0","3.2","-","**","-","**","0.0","60.4","-","**"
"8600000US01084","ZCTA5 01084","75","18","0","12","0","12","0","12","0","12","(X)","(X)","0.0","35.2","0.0","35.2","0.0","35.2","0.0","35.2","0","12","0","12","0","12","0","12","0","12","0.0","35.2","-","**","-","**","-","**","-","**"
"8600000US01085","ZCTA5 01085","15551","418","897","218","1423","219","137","84","29","34","(X)","(X)","5.8","1.4","9.2","1.4","0.9","0.5","0.2","0.2","583","161","181","104","370","134","32","42","0","26","3.7","1.1","20.2","12.0","26.0","7.7","23.4","29.3","0.0","57.1"
"8600000US01086","ZCTA5 01086","0","12","0","12","0","12","0","12","0","12","(X)","(X)","-","**","-","**","-","**","-","**","0","12","0","12","0","12","0","12","0","12","-","**","-","**","-","**","-","**","-","**"
"8600000US01088","ZCTA5 01088","242","62","7","10","0","12","0","12","0","12","(X)","(X)","2.9","4.2","0.0","13.4","0.0","13.4","0.0","13.4","0","12","0","12","0","12","0","12","0","12","0.0","13.4","0.0","100.0","-","**","-","**","-","**"
"8600000US01089","ZCTA5 01089","12605","437","916","198","994","229","363","153","288","143","(X)","(X)","7.3","1.5","7.9","1.9","2.9","1.2","2.3","1.1","428","159","176","115","214","107","14","23","24","28","3.4","1.2","19.2","11.2","21.5","9.8","3.9","6.9","8.3","10.0"
"8600000US01092","ZCTA5 01092","461","139","0","12","39","51","0","12","0","12","(X)","(X)","0.0","7.3","8.5","10.9","0.0","7.3","0.0","7.3","0","12","0","12","0","12","0","12","0","12","0.0","7.3","-","**","0.0","49.3","-","**","-","**"
"8600000US01093","ZCTA5 01093","117","38","0","12","2","5","0","12","0","12","(X)","(X)","0.0","25.4","1.7","4.6","0.0","25.4","0.0","25.4","0","12","0","12","0","12","0","12","0","12","0.0","25.4","-","**","0.0","100.0","-","**","-","**"
"8600000US01094","ZCTA5 01094","205","71","7","9","0","12","0","12","0","12","(X)","(X)","3.4","4.6","0.0","15.6","0.0","15.6","0.0","15.6","0","12","0","12","0","12","0","12","0","12","0.0","15.6","0.0","100.0","-","**","-","**","-","**"
"8600000US01095","ZCTA5 01095","5253","210","311","138","342","110","34","34","15","24","(X)","(X)","5.9","2.6","6.5","2.0","0.6","0.6","0.3","0.5","127","103","110","93","17","26","0","19","0","19","2.4","1.9","35.4","26.4","5.0","7.8","0.0","52.8","0.0","79.5"
"8600000US01096","ZCTA5 01096","1060","94","4","6","57","29","0","12","0","12","(X)","(X)","0.4","0.6","5.4","2.8","0.0","3.2","0.0","3.2","0","12","0","12","0","12","0","12","0","12","0.0","3.2","0.0","100.0","0.0","40.8","-","**","-","**"
"8600000US01097","ZCTA5 01097","20","15","0","12","0","12","0","12","0","12","(X)","(X)","0.0","68.8","0.0","68.8","0.0","68.8","0.0","68.8","0","12","0","12","0","12","0","12","0","12","0.0","68.8","-","**","-","**","-","**","-","**"
"8600000US01098","ZCTA5 01098","584","62","3","6","28","19","0","12","0","12","(X)","(X)","0.5","1.0","4.8","3.2","0.0","5.8","0.0","5.8","0","12","0","12","0","12","0","12","0","12","0.0","5.8","0.0","100.0","0.0","58.2","-","**","-","**"
"8600000US01103","ZCTA5 01103","1481","120","688","121","70","41","53","51","20","24","(X)","(X)","46.5","8.0","4.7","2.7","3.6","3.4","1.4","1.6","379","89","334","104","5","10","27","41","13","22","25.6","6.3","48.5","13.0","7.1","14.3","50.9","50.9","65.0","55.9"
"8600000US01104","ZCTA5 01104","8910","337","4231","341","289","113","151","93","92","85","(X)","(X)","47.5","3.2","3.2","1.3","1.7","1.0","1.0","1.0","1514","322","1337","313","98","57","29","32","50","65","17.0","3.5","31.6","6.7","33.9","17.0","19.2","23.0","54.3","47.6"
"8600000US01105","ZCTA5 01105","4991","264","3069","289","125","80","44","36","67","44","(X)","(X)","61.5","4.1","2.5","1.6","0.9","0.7","1.3","0.9","1335","206","1281","207","29","27","16","20","9","14","26.7","4.1","41.7","6.1","23.2","23.3","36.4","40.9","13.4","21.6"
"8600000US01106","ZCTA5 01106","5769","211","195","89","486","117","203","76","41","37","(X)","(X)","3.4","1.5","8.4","2.0","3.5","1.3","0.7","0.6","144","73","25","39","52","40","67","43","0","19","2.5","1.2","12.8","19.0","10.7","7.6","33.0","17.8","0.0","48.1"
"8600000US01107","ZCTA5 01107","3849","234","2748","217","22","24","13","23","32","23","(X)","(X)","71.4","4.1","0.6","0.6","0.3","0.6","0.8","0.6","922","158","904","155","5","8","13","23","0","19","24.0","4.2","32.9","5.7","22.7","37.9","100.0","85.4","0.0","54.4"
"8600000US01108","ZCTA5 01108","9690","322","3445","344","427","140","372","115","118","85","(X)","(X)","35.6","3.3","4.4","1.4","3.8","1.2","1.2","0.9","1075","235","840","228","95","61","140","92","0","23","11.1","2.4","24.4","6.1","22.2","15.0","37.6","18.0","0.0","25.2"
"8600000US01109","ZCTA5 01109","9304","368","3349","309","288","111","102","66","111","64","(X)","(X)","36.0","2.8","3.1","1.2","1.1","0.7","1.2","0.7","997","207","924","205","10","15","53","45","10","14","10.7","2.2","27.6","5.3","3.5","5.5","52.0","32.9","9.0","13.6"
"8600000US01118","ZCTA5 01118","5692","244","841","186","383","147","105","60","73","76","(X)","(X)","14.8","3.3","6.7","2.5","1.8","1.1","1.3","1.3","85","68","55","59","16","27","14","20","0","19","1.5","1.2","6.5","6.5","4.2","6.7","13.3","18.8","0.0","35.8"
"8600000US01119","ZCTA5 01119","4900","300","1234","259","113","57","94","55","107","74","(X)","(X)","25.2","4.7","2.3","1.2","1.9","1.1","2.2","1.5","163","90","127","87","27","27","9","14","0","19","3.3","1.8","10.3","7.2","23.9","19.1","9.6","13.4","0.0","27.3"
"8600000US01128","ZCTA5 01128","1085","116","100","56","31","26","15","16","8","13","(X)","(X)","9.2","5.1","2.9","2.4","1.4","1.5","0.7","1.2","23","21","0","12","8","13","15","16","0","12","2.1","1.9","0.0","28.8","25.8","46.1","100.0","79.5","0.0","100.0"
"8600000US01129","ZCTA5 01129","2864","181","605","158","121","50","56","43","15","27","(X)","(X)","21.1","5.0","4.2","1.7","2.0","1.5","0.5","0.9","54","50","38","46","8","12","8","14","0","17","1.9","1.8","6.3","7.1","6.6","10.1","14.3","26.7","0.0","79.5"
"8600000US01151","ZCTA5 01151","3430","149","858","197","298","90","30","27","122","71","(X)","(X)","25.0","5.6","8.7","2.6","0.9","0.8","3.6","2.0","313","111","166","82","121","69","10","17","16","25","9.1","3.2","19.3","9.2","40.6","16.4","33.3","48.4","13.1","21.6"
"8600000US01199","ZCTA5 01199","0","12","0","12","0","12","0","12","0","12","(X)","(X)","-","**","-","**","-","**","-","**","0","12","0","12","0","12","0","12","0","12","-","**","-","**","-","**","-","**","-","**"
"8600000US01201","ZCTA5 01201","20020","437","922","204","870","201","236","100","129","98","(X)","(X)","4.6","1.0","4.3","1.0","1.2","0.5","0.6","0.5","470","181","126","100","309","140","35","34","0","26","2.3","0.9","13.7","11.0","35.5","12.6","14.8","15.7","0.0","23.5"
"8600000US01220","ZCTA5 01220","3774","172","58","37","116","43","45","54","24","37","(X)","(X)","1.5","1.0","3.1","1.1","1.2","1.4","0.6","1.0","92","69","0","17","34","27","34","50","24","37","2.4","1.8","0.0","40.4","29.3","20.0","75.6","47.1","100.0","62.8"
"8600000US01222","ZCTA5 01222","343","69","12","20","11","18","0","12","0","12","(X)","(X)","3.5","5.7","3.2","5.0","0.0","9.7","0.0","9.7","0","12","0","12","0","12","0","12","0","12","0.0","9.7","0.0","88.8","0.0","92.8","-","**","-","**"
"8600000US01223","ZCTA5 01223","1067","92","11","13","52","25","0","12","0","12","(X)","(X)","1.0","1.2","4.9","2.4","0.0","3.2","0.0","3.2","4","5","0","12","4","5","0","12","0","12","0.4","0.5","0.0","92.8","7.7","10.2","-","**","-","**"
"8600000US01224","ZCTA5 01224","64","37","0","12","0","12","0","12","0","12","(X)","(X)","0.0","38.5","0.0","38.5","0.0","38.5","0.0","38.5","0","12","0","12","0","12","0","12","0","12","0.0","38.5","-","**","-","**","-","**","-","**"
"8600000US01225","ZCTA5 01225","1448","109","39","30","13","21","0","12","0","12","(X)","(X)","2.7","2.1","0.9","1.5","0.0","2.4","0.0","2.4","0","12","0","12","0","12","0","12","0","12","0.0","2.4","0.0","49.3","0.0","85.4","-","**","-","**"
"8600000US01226","ZCTA5 01226","3088","180","92","68","81","53","21","22","0","17","(X)","(X)","3.0","2.2","2.6","1.7","0.7","0.7","0.0","1.1","54","42","0","17","33","37","21","22","0","17","1.7","1.3","0.0","30.6","40.7","34.6","100.0","67.2","-","**"
"8600000US01229","ZCTA5 01229","48","28","10","17","8","12","0","12","0","12","(X)","(X)","20.8","34.0","16.7","22.7","0.0","44.4","0.0","44.4","0","12","0","12","0","12","0","12","0","12","0.0","44.4","0.0","97.3","0.0","100.0","-","**","-","**"
"8600000US01230","ZCTA5 01230","3511","264","141","64","110","71","9","10","3","5","(X)","(X)","4.0","1.8","3.1","2.0","0.3","0.3","0.1","0.1","43","40","38","39","5","8","0","17","0","17","1.2","1.1","27.0","28.6","4.5","8.5","0.0","100.0","0.0","100.0"
"8600000US01235","ZCTA5 01235","1116","80","17","11","31","18","0","12","0","12","(X)","(X)","1.5","1.0","2.8","1.6","0.0","3.1","0.0","3.1","0","12","0","12","0","12","0","12","0","12","0.0","3.1","0.0","74.6","0.0","55.3","-","**","-","**"
"8600000US01236","ZCTA5 01236","538","174","2","3","40","55","5","7","21","33","(X)","(X)","0.4","0.6","7.4","10.2","0.9","1.3","3.9","6.4","0","12","0","12","0","12","0","12","0","12","0.0","6.3","0.0","100.0","0.0","48.7","0.0","100.0","0.0","67.2"
"8600000US01237","ZCTA5 01237","1036","138","14","15","58","39","4","5","0","12","(X)","(X)","1.4","1.5","5.6","3.8","0.4","0.5","0.0","3.3","1","3","0","12","1","3","0","12","0","12","0.1","0.3","0.0","82.3","1.7","6.5","0.0","100.0","-","**"
"8600000US01238","ZCTA5 01238","2308","218","95","84","52","38","58","46","16","26","(X)","(X)","4.1","3.7","2.3","1.6","2.5","1.9","0.7","1.1","39","38","0","17","2","3","37","38","0","17","1.7","1.6","0.0","29.9","3.8","5.8","63.8","50.4","0.0","76.9"
"8600000US01240","ZCTA5 01240","2098","209","90","58","135","72","11","17","0","12","(X)","(X)","4.3","2.8","6.4","3.5","0.5","0.8","0.0","1.7","13","21","0","12","13","21","0","12","0","12","0.6","1.0","0.0","31.1","9.6","16.6","0.0","92.8","-","**"
"8600000US01242","ZCTA5 01242","160","75","0","12","0","12","0","12","0","12","(X)","(X)","0.0","19.5","0.0","19.5","0.0","19.5","0.0","19.5","0","12","0","12","0","12","0","12","0","12","0.0","19.5","-","**","-","**","-","**","-","**"
