"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"id","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages"
"8600000US02170","ZCTA5 02170","7870","303","230","132","584","223","2189","320","89","54","(X)","(X)","2.9","1.7","7.4","2.8","27.8","3.7","1.1","0.7","1263","298","19","31","158","118","1049","257","37","37","16.0","3.7","8.3","14.8","27.1","17.2","47.9","7.8","41.6","35.2"
"8600000US02171","ZCTA5 02171","7849","322","185","99","718","188","1817","259","224","118","(X)","(X)","2.4","1.3","9.1","2.4","23.1","3.0","2.9","1.5","1024","227","69","60","132","101","793","188","30","29","13.0","2.9","37.3","27.7","18.4","12.3","43.6","8.6","13.4","14.6"
"8600000US02176","ZCTA5 02176","11329","297","374","178","918","248","427","127","194","96","(X)","(X)","3.3","1.6","8.1","2.2","3.8","1.1","1.7","0.8","248","93","15","23","54","45","126","69","53","50","2.2","0.8","4.0","6.6","5.9","4.9","29.5","15.7","27.3","21.0"
"8600000US02180","ZCTA5 02180","9666","276","430","154","1020","215","300","140","219","145","(X)","(X)","4.4","1.6","10.6","2.3","3.1","1.4","2.3","1.5","295","114","60","56","192","82","43","49","0","23","3.1","1.1","14.0","12.9","18.8","7.7","14.3","14.4","0.0","14.7"
"8600000US02184","ZCTA5 02184","14016","306","236","101","1072","220","1313","149","254","95","(X)","(X)","1.7","0.7","7.6","1.6","9.4","1.0","1.8","0.7","541","157","29","36","79","63","363","109","70","63","3.9","1.1","12.3","13.6","7.4","6.1","27.6","8.0","27.6","24.0"
"8600000US02186","ZCTA5 02186","8875","255","381","125","1045","201","494","115","147","108","(X)","(X)","4.3","1.4","11.8","2.3","5.6","1.3","1.7","1.2","153","76","30","36","28","28","95","62","0","23","1.7","0.8","7.9","9.5","2.7","2.6","19.2","10.8","0.0","21.0"
"8600000US02188","ZCTA5 02188","6495","328","263","148","872","238","303","139","210","153","(X)","(X)","4.0","2.3","13.4","3.5","4.7","2.2","3.2","2.3","257","139","85","85","158","110","14","23","0","19","4.0","2.1","32.3","23.7","18.1","10.5","4.6","7.7","0.0","15.3"
"8600000US02189","ZCTA5 02189","6169","249","186","97","354","147","276","179","117","92","(X)","(X)","3.0","1.6","5.7","2.3","4.5","2.9","1.9","1.5","153","104","0","19","91","84","42","41","20","33","2.5","1.7","0.0","17.1","25.7","21.2","15.2","15.6","17.1","29.3"
"8600000US02190","ZCTA5 02190","7389","268","184","91","648","223","459","175","23","26","(X)","(X)","2.5","1.2","8.8","3.0","6.2","2.3","0.3","0.4","315","182","0","19","216","155","99","87","0","19","4.3","2.4","0.0","17.2","33.3","18.4","21.6","18.1","0.0","64.2"
"8600000US02191","ZCTA5 02191","3670","123","24","22","157","61","110","59","46","44","(X)","(X)","0.7","0.6","4.3","1.7","3.0","1.6","1.3","1.2","45","32","7","11","27","25","11","17","0","17","1.2","0.9","29.2","41.8","17.2","13.3","10.0","13.4","0.0","45.4"
"8600000US02199","ZCTA5 02199","813","165","65","85","71","53","136","111","6","9","(X)","(X)","8.0","10.0","8.7","6.2","16.7","12.5","0.7","1.1","116","128","53","84","0","12","63","99","0","12","14.3","14.6","81.5","46.1","0.0","36.4","46.3","49.7","0.0","100.0"
"8600000US02203","ZCTA5 02203","30","25","0","12","0","12","0","12","0","12","(X)","(X)","0.0","56.2","0.0","56.2","0.0","56.2","0.0","56.2","0","12","0","12","0","12","0","12","0","12","0.0","56.2","-","**","-","**","-","**","-","**"
"8600000US02210","ZCTA5 02210","2324","262","54","35","276","107","103","58","0","12","(X)","(X)","2.3","1.5","11.9","4.4","4.4","2.4","0.0","1.5","27","38","0","12","21","37","6","9","0","12","1.2","1.6","0.0","41.9","7.6","12.5","5.8","8.9","-","**"
"8600000US02215","ZCTA5 02215","7845","326","752","224","1380","253","1290","244","243","149","(X)","(X)","9.6","2.8","17.6","3.4","16.4","2.9","3.1","1.9","1006","209","83","53","297","125","573","185","53","84","12.8","2.5","11.0","7.0","21.5","8.7","44.4","10.3","21.8","31.0"
"8600000US02301","ZCTA5 02301","21086","505","2042","292","7856","574","304","97","374","105","(X)","(X)","9.7","1.4","37.3","2.7","1.4","0.5","1.8","0.5","3058","417","687","230","2239","335","77","57","55","52","14.5","1.9","33.6","9.3","28.5","3.5","25.3","16.3","14.7","12.7"
"8600000US02302","ZCTA5 02302","10731","349","1133","164","2860","263","77","66","116","67","(X)","(X)","10.6","1.5","26.7","2.5","0.7","0.6","1.1","0.6","608","150","97","63","511","135","0","26","0","26","5.7","1.4","8.6","5.3","17.9","4.7","0.0","34.6","0.0","25.6"
"8600000US02322","ZCTA5 02322","1574","92","80","58","208","96","39","34","13","21","(X)","(X)","5.1","3.6","13.2","6.2","2.5","2.1","0.8","1.3","40","40","0","12","21","30","19","28","0","12","2.5","2.5","0.0","33.7","10.1","13.3","48.7","49.1","0.0","85.4"
"8600000US02324","ZCTA5 02324","8133","399","149","78","542","180","133","73","56","55","(X)","(X)","1.8","1.0","6.7","2.2","1.6","0.9","0.7","0.7","50","51","0","23","14","22","36","48","0","23","0.6","0.6","0.0","20.8","2.6","4.1","27.1","34.3","0.0","41.1"
"8600000US02330","ZCTA5 02330","4489","229","37","30","209","116","26","29","48","73","(X)","(X)","0.8","0.7","4.7","2.7","0.6","0.6","1.1","1.7","32","51","0","19","32","51","0","19","0","19","0.7","1.2","0.0","50.6","15.3","22.2","0.0","60.4","0.0","44.4"
"8600000US02332","ZCTA5 02332","5714","181","75","53","159","71","21","20","0","19","(X)","(X)","1.3","0.9","2.8","1.2","0.4","0.4","0.0","0.6","0","19","0","19","0","19","0","19","0","19","0.0","0.6","0.0","35.2","0.0","19.6","0.0","67.2","-","**"
"8600000US02333","ZCTA5 02333","4828","229","74","44","322","137","44","52","13","20","(X)","(X)","1.5","0.9","6.7","2.9","0.9","1.1","0.3","0.4","65","58","25","24","6","10","34","50","0","19","1.3","1.2","33.8","29.2","1.9","3.1","77.3","47.6","0.0","85.4"
"8600000US02338","ZCTA5 02338","2904","124","0","17","30","34","0","17","0","17","(X)","(X)","0.0","1.2","1.0","1.2","0.0","1.2","0.0","1.2","0","17","0","17","0","17","0","17","0","17","0.0","1.2","-","**","0.0","56.2","-","**","-","**"
"8600000US02339","ZCTA5 02339","4913","168","47","40","212","110","45","53","8","17","(X)","(X)","1.0","0.8","4.3","2.2","0.9","1.1","0.2","0.3","76","84","8","15","44","69","24","41","0","19","1.5","1.7","17.0","34.0","20.8","28.2","53.3","53.3","0.0","100.0"
"8600000US02341","ZCTA5 02341","3907","160","83","51","172","110","8","13","0","19","(X)","(X)","2.1","1.3","4.4","2.9","0.2","0.3","0.0","0.9","0","19","0","19","0","19","0","19","0","19","0.0","0.9","0.0","32.9","0.0","18.3","0.0","100.0","-","**"
"8600000US02343","ZCTA5 02343","4094","459","169","90","487","241","117","89","0","19","(X)","(X)","4.1","2.3","11.9","5.8","2.9","2.1","0.0","0.8","116","88","33","58","28","36","55","78","0","19","2.8","2.1","19.5","31.2","5.7","7.8","47.0","49.9","-","**"
"8600000US02346","ZCTA5 02346","9271","263","190","116","305","158","19","24","0","23","(X)","(X)","2.0","1.2","3.3","1.7","0.2","0.3","0.0","0.4","103","123","0","23","103","123","0","23","0","23","1.1","1.3","0.0","16.8","33.8","30.1","0.0","70.6","-","**"
"8600000US02347","ZCTA5 02347","4095","137","60","39","156","59","12","16","16","19","(X)","(X)","1.5","1.0","3.8","1.5","0.3","0.4","0.4","0.5","0","19","0","19","0","19","0","19","0","19","0.0","0.8","0.0","39.7","0.0","19.9","0.0","88.8","0.0","76.9"
"8600000US02351","ZCTA5 02351","6396","243","90","57","505","176","151","87","13","21","(X)","(X)","1.4","0.9","7.9","2.8","2.4","1.3","0.2","0.3","164","106","0","19","126","99","38","43","0","19","2.6","1.6","0.0","31.1","25.0","16.4","25.2","26.8","0.0","85.4"
"8600000US02356","ZCTA5 02356","4575","206","81","49","332","110","20","22","54","53","(X)","(X)","1.8","1.1","7.3","2.4","0.4","0.5","1.2","1.2","47","60","0","19","47","60","0","19","0","19","1.0","1.3","0.0","33.5","14.2","16.6","0.0","68.8","0.0","41.9"
"8600000US02357","ZCTA5 02357","24","18","0","12","13","20","0","12","0","12","(X)","(X)","0.0","62.8","54.2","54.2","0.0","62.8","0.0","62.8","0","12","0","12","0","12","0","12","0","12","0.0","62.8","-","**","0.0","85.4","-","**","-","**"
"8600000US02359","ZCTA5 02359","6563","241","72","55","239","93","38","40","15","24","(X)","(X)","1.1","0.8","3.6","1.4","0.6","0.6","0.2","0.4","8","14","0","19","8","14","0","19","0","19","0.1","0.2","0.0","36.1","3.3","5.5","0.0","49.9","0.0","79.5"
"8600000US02360","ZCTA5 02360","23345","406","324","122","1670","313","238","106","108","97","(X)","(X)","1.4","0.5","7.2","1.3","1.0","0.5","0.5","0.4","371","174","14","22","338","169","19","21","0","29","1.6","0.7","4.3","7.2","20.2","8.8","8.0","9.9","0.0","27.1"
"8600000US02364","ZCTA5 02364","4949","247","101","69","192","86","15","24","43","51","(X)","(X)","2.0","1.4","3.9","1.7","0.3","0.5","0.9","1.0","14","23","0","19","14","23","0","19","0","19","0.3","0.5","0.0","28.5","7.3","11.3","0.0","79.5","0.0","46.9"
"8600000US02366","ZCTA5 02366","0","12","0","12","0","12","0","12","0","12","(X)","(X)","-","**","-","**","-","**","-","**","0","12","0","12","0","12","0","12","0","12","-","**","-","**","-","**","-","**","-","**"
"8600000US02367","ZCTA5 02367","1010","70","29","24","36","36","0","12","13","12","(X)","(X)","2.9","2.4","3.6","3.6","0.0","3.4","1.3","1.2","0","12","0","12","0","12","0","12","0","12","0.0","3.4","0.0","57.1","0.0","51.3","-","**","0.0","85.4"
"8600000US02368","ZCTA5 02368","11912","465","773","192","2889","365","1156","179","477","195","(X)","(X)","6.5","1.6","24.3","3.1","9.7","1.5","4.0","1.6","851","241","37","48","400","170","414","164","0","26","7.1","2.0","4.8","6.4","13.8","5.7","35.8","12.0","0.0","7.1"
"8600000US02370","ZCTA5 02370","6959","321","199","110","558","216","32","39","22","40","(X)","(X)","2.9","1.6","8.0","3.1","0.5","0.6","0.3","0.6","253","168","35","57","201","150","17","28","0","19","3.6","2.4","17.6","28.2","36.0","21.9","53.1","53.1","0.0","65.6"
"8600000US02375","ZCTA5 02375","3878","194","91","40","294","114","56","35","36","34","(X)","(X)","2.3","1.0","7.6","2.9","1.4","0.9","0.9","0.9","24","24","0","19","7","11","17","20","0","19","0.6","0.6","0.0","30.9","2.4","4.1","30.4","33.8","0.0","51.3"
"8600000US02379","ZCTA5 02379","2499","125","66","51","90","61","0","17","0","17","(X)","(X)","2.6","2.0","3.6","2.4","0.0","1.4","0.0","1.4","0","17","0","17","0","17","0","17","0","17","0.0","1.4","0.0","37.9","0.0","31.1","-","**","-","**"
"8600000US02382","ZCTA5 02382","5466","202","146","72","169","59","20","23","27","22","(X)","(X)","2.7","1.3","3.1","1.1","0.4","0.4","0.5","0.4","28","26","9","15","8","13","11","16","0","19","0.5","0.5","6.2","10.7","4.7","7.6","55.0","55.0","0.0","59.2"
"8600000US02420","ZCTA5 02420","5036","173","121","53","670","164","979","125","83","60","(X)","(X)","2.4","1.0","13.3","3.2","19.4","2.6","1.6","1.2","144","53","0","19","18","20","126","52","0","19","2.9","1.0","0.0","24.7","2.7","3.0","12.9","5.0","0.0","32.9"
"8600000US02421","ZCTA5 02421","6775","231","218","94","900","154","1307","182","90","61","(X)","(X)","3.2","1.4","13.3","2.2","19.3","2.5","1.3","0.9","219","94","28","42","64","55","127","63","0","19","3.2","1.4","12.8","17.9","7.1","5.9","9.7","4.6","0.0","31.1"
"8600000US02445","ZCTA5 02445","8407","334","611","183","1164","182","1003","214","195","80","(X)","(X)","7.3","2.1","13.8","2.2","11.9","2.5","2.3","1.0","497","148","71","76","80","48","346","130","0","23","5.9","1.7","11.6","11.5","6.9","4.1","34.5","11.6","0.0","16.4"
"8600000US02446","ZCTA5 02446","13116","358","785","227","1794","275","1994","283","548","164","(X)","(X)","6.0","1.7","13.7","2.1","15.2","2.1","4.2","1.3","1084","234","61","71","277","114","705","186","41","39","8.3","1.8","7.8","9.0","15.4","5.7","35.4","7.9","7.5","6.9"
"8600000US02451","ZCTA5 02451","7305","250","497","142","1081","221","597","160","145","89","(X)","(X)","6.8","1.9","14.8","3.0","8.2","2.2","2.0","1.2","306","119","67","59","100","72","101","59","38","49","4.2","1.6","13.5","11.1","9.3","6.6","16.9","8.9","26.2","28.8"
"8600000US02452","ZCTA5 02452","4724","209","256","114","868","190","451","120","261","130","(X)","(X)","5.4","2.4","18.4","3.9","9.5","2.5","5.5","2.7","275","118","110","84","97","74","68","69","0","19","5.8","2.5","43.0","25.8","11.2","7.6","15.1","13.6","0.0","12.5"
"8600000US02453","ZCTA5 02453","11597","325","1636","295","1100","229","864","208","292","132","(X)","(X)","14.1","2.6","9.5","2.0","7.5","1.7","2.5","1.1","976","217","405","174","266","130","279","96","26","31","8.4","1.9","24.8","9.3","24.2","10.0","32.3","9.6","8.9","10.7"
"8600000US02457","ZCTA5 02457","8","12","0","12","8","12","0","12","0","12","(X)","(X)","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","8","12","0","12","8","12","0","12","0","12","100.0","100.0","-","**","100.0","100.0","-","**","-","**"
"8600000US02458","ZCTA5 02458","4890","211","309","121","734","149","461","123","53","42","(X)","(X)","6.3","2.4","15.0","3.0","9.4","2.5","1.1","0.9","245","98","46","53","134","72","65","45","0","19","5.0","2.0","14.9","15.1","18.3","8.8","14.1","9.0","0.0","42.3"
"8600000US02459","ZCTA5 02459","6388","293","238","100","1121","180","712","147","248","90","(X)","(X)","3.7","1.6","17.5","2.8","11.1","2.3","3.9","1.4","258","83","21","32","123","59","105","65","9","15","4.0","1.3","8.8","13.5","11.0","5.3","14.7","8.3","3.6","6.1"
"8600000US02460","ZCTA5 02460","3657","200","139","70","556","119","299","85","51","44","(X)","(X)","3.8","1.9","15.2","3.2","8.2","2.3","1.4","1.2","66","28","0","17","32","29","34","26","0","17","1.8","0.8","0.0","22.0","5.8","5.4","11.4","8.5","0.0","43.1"
"8600000US02461","ZCTA5 02461","2657","180","174","81","355","100","326","96","41","30","(X)","(X)","6.5","2.9","13.4","3.5","12.3","3.3","1.5","1.1","79","59","7","12","6","11","66","55","0","17","3.0","2.2","4.0","7.0","1.7","3.0","20.2","15.8","0.0","48.1"
"8600000US02462","ZCTA5 02462","556","85","0","12","42","30","89","40","0","12","(X)","(X)","0.0","6.1","7.6","5.4","16.0","6.7","0.0","6.1","28","21","0","12","0","12","28","21","0","12","5.0","3.5","-","**","0.0","47.5","31.5","19.6","-","**"
"8600000US02464","ZCTA5 02464","1231","101","49","32","181","63","225","71","7","12","(X)","(X)","4.0","2.6","14.7","5.2","18.3","5.5","0.6","0.9","65","38","8","13","17","18","40","36","0","12","5.3","3.0","16.3","26.7","9.4","9.8","17.8","15.0","0.0","100.0"
"8600000US02465","ZCTA5 02465","4167","197","117","53","461","101","395","106","57","48","(X)","(X)","2.8","1.3","11.1","2.4","9.5","2.4","1.4","1.1","93","51","0","19","43","36","50","37","0","19","2.2","1.2","0.0","25.4","9.3","7.5","12.7","9.0","0.0","40.8"
"8600000US02466","ZCTA5 02466","2959","194","87","53","444","102","310","81","17","23","(X)","(X)","2.9","1.8","15.0","3.3","10.5","2.7","0.6","0.8","157","82","0","17","117","72","36","34","4","7","5.3","2.7","0.0","31.9","26.4","14.0","11.6","11.3","23.5","46.9"
"8600000US02467","ZCTA5 02467","6402","334","318","115","933","237","807","216","251","125","(X)","(X)","5.0","1.8","14.6","3.5","12.6","3.3","3.9","2.0","376","185","0","23","99","72","223","126","54","85","5.9","2.9","0.0","10.4","10.6","7.6","27.6","13.2","21.5","28.9"
"8600000US02468","ZCTA5 02468","2008","122","67","35","249","95","146","51","19","22","(X)","(X)","3.3","1.7","12.4","4.7","7.3","2.5","0.9","1.1","59","41","0","17","20","24","39","31","0","17","2.9","2.0","0.0","37.6","8.0","10.5","26.7","18.5","0.0","70.6"
"8600000US02472","ZCTA5 02472","15684","366","835","184","2898","388","854","185","255","114","(X)","(X)","5.3","1.2","18.5","2.4","5.4","1.2","1.6","0.7","377","130","11","21","277","121","89","60","0","26","2.4","0.8","1.3","2.6","9.6","3.9","10.4","6.8","0.0","12.8"
"8600000US02474","ZCTA5 02474","11583","288","428","140","1216","231","979","201","194","102","(X)","(X)","3.7","1.2","10.5","1.9","8.5","1.7","1.7","0.9","488","147","67","46","132","81","229","88","60","56","4.2","1.3","15.7","9.8","10.9","5.8","23.4","10.1","30.9","25.5"
"8600000US02476","ZCTA5 02476","7482","245","287","89","746","174","554","134","62","46","(X)","(X)","3.8","1.2","10.0","2.3","7.4","1.7","0.8","0.6","234","100","21","23","123","80","82","56","8","12","3.1","1.3","7.3","7.5","16.5","10.1","14.8","9.9","12.9","21.2"
"8600000US02478","ZCTA5 02478","9812","237","317","86","1411","193","1323","164","136","66","(X)","(X)","3.2","0.9","14.4","1.9","13.5","1.6","1.4","0.7","431","121","12","13","172","81","247","83","0","23","4.4","1.2","3.8","4.1","12.2","5.4","18.7","5.5","0.0","22.4"
"8600000US02481","ZCTA5 02481","4552","178","200","84","433","98","300","70","33","26","(X)","(X)","4.4","1.8","9.5","2.1","6.6","1.5","0.7","0.6","74","40","0","19","16","18","58","38","0","19","1.6","0.9","0.0","16.0","3.7","4.3","19.3","12.0","0.0","53.6"
"8600000US02482","ZCTA5 02482","3889","149","118","78","469","114","329","74","36","31","(X)","(X)","3.0","2.0","12.1","2.9","8.5","1.9","0.9","0.8","98","62","0","19","55","55","43","35","0","19","2.5","1.6","0.0","25.2","11.7","11.0","13.1","10.1","0.0","51.3"
"8600000US02492","ZCTA5 02492","7193","230","221","93","625","170","288","97","217","105","(X)","(X)","3.1","1.3","8.7","2.4","4.0","1.3","3.0","1.5","158","77","0","23","99","65","33","38","26","31","2.2","1.1","0.0","14.6","15.8","10.6","11.5","11.3","12.0","14.7"
"8600000US02493","ZCTA5 02493","3787","181","135","63","405","102","299","96","0","19","(X)","(X)","3.6","1.6","10.7","2.8","7.9","2.5","0.0","0.9","45","42","0","19","9","13","36","40","0","19","1.2","1.1","0.0","22.6","2.2","3.3","12.0","12.8","-","**"
"8600000US02494","ZCTA5 02494","3608","183","65","52","341","133","303","85","115","68","(X)","(X)","1.8","1.4","9.5","3.7","8.4","2.3","3.2","1.9","163","69","0","19","101","54","62","49","0","19","4.5","1.9","0.0","38.2","29.6","14.7","20.5","14.5","0.0","25.8"
"8600000US02532","ZCTA5 02532","5751","323","186","127","297","113","34","38","0","19","(X)","(X)","3.2","2.2","5.2","2.0","0.6","0.7","0.0","0.6","51","78","0","19","51","78","0","19","0","19","0.9","1.4","0.0","17.1","17.2","22.7","0.0","52.8","-","**"
"8600000US02534","ZCTA5 02534","291","120","0","12","0","12","0","12","0","12","(X)","(X)","0.0","11.3","0.0","11.3","0.0","11.3","0.0","11.3","0","12","0","12","0","12","0","12","0","12","0.0","11.3","-","**","-","**","-","**","-","**"
"8600000US02535","ZCTA5 02535","632","115","10","11","43","20","4","7","10","6","(X)","(X)","1.6","1.7","6.8","3.0","0.6","1.0","1.6","0.9","6","9","6","9","0","12","0","12","0","12","0.9","1.4","60.0","52.6","0.0","46.9","0.0","100.0","0.0","97.3"
"8600000US02536","ZCTA5 02536","8235","328","148","75","583","168","52","57","0","19","(X)","(X)","1.8","0.9","7.1","2.0","0.6","0.7","0.0","0.4","115","72","0","19","97","68","18","27","0","19","1.4","0.9","0.0","20.9","16.6","11.2","34.6","46.9","-","**"
"8600000US02537","ZCTA5 02537","2421","201","4","15","140","59","51","73","11","16","(X)","(X)","0.2","0.6","5.8","2.4","2.1","3.0","0.5","0.7","0","17","0","17","0","17","0","17","0","17","0.0","1.4","0.0","100.0","0.0","21.9","0.0","43.1","0.0","92.8"
"8600000US02538","ZCTA5 02538","1684","240","50","56","135","91","17","26","0","12","(X)","(X)","3.0","3.4","8.0","5.2","1.0","1.6","0.0","2.1","17","26","0","12","0","12","17","26","0","12","1.0","1.6","0.0","43.5","0.0","22.6","100.0","74.6","-","**"
"8600000US02539","ZCTA5 02539","1453","199","42","67","134","79","7","14","0","12","(X)","(X)","2.9","4.7","9.2","5.7","0.5","1.0","0.0","2.4","59","49","0","12","59","49","0","12","0","12","4.1","3.4","0.0","47.5","44.0","30.1","0.0","100.0","-","**"
"8600000US02540","ZCTA5 02540","4053","280","65","45","235","71","19","30","82","95","(X)","(X)","1.6","1.1","5.8","1.8","0.5","0.7","2.0","2.3","18","25","0","17","8","13","0","17","10","16","0.4","0.6","0.0","38.2","3.4","5.5","0.0","70.6","12.2","26.8"
"8600000US02542","ZCTA5 02542","313","83","12","12","5","7","16","23","0","12","(X)","(X)","3.8","4.0","1.6","2.1","5.1","7.0","0.0","10.6","0","12","0","12","0","12","0","12","0","12","0.0","10.6","0.0","88.8","0.0","100.0","0.0","76.9","-","**"
"8600000US02543","ZCTA5 02543","360","99","12","18","9","14","0","12","0","12","(X)","(X)","3.3","4.9","2.5","3.8","0.0","9.3","0.0","9.3","0","12","0","12","0","12","0","12","0","12","0.0","9.3","0.0","88.8","0.0","100.0","-","**","-","**"
"8600000US02553","ZCTA5 02553","111","112","0","12","0","12","0","12","0","12","(X)","(X)","0.0","26.5","0.0","26.5","0.0","26.5","0.0","26.5","0","12","0","12","0","12","0","12","0","12","0.0","26.5","-","**","-","**","-","**","-","**"
"8600000US02554","ZCTA5 02554","3647","236","151","80","195","99","36","30","36","25","(X)","(X)","4.1","2.1","5.3","2.6","1.0","0.8","1.0","0.7","77","65","55","55","13","20","9","15","0","19","2.1","1.7","36.4","30.5","6.7","10.1","25.0","36.0","0.0","51.3"
"8600000US02556","ZCTA5 02556","1173","169","4","14","14","21","0","12","19","30","(X)","(X)","0.3","1.2","1.2","1.8","0.0","2.9","1.6","2.7","0","12","0","12","0","12","0","12","0","12","0.0","2.9","0.0","100.0","0.0","82.3","-","**","0.0","70.6"
"8600000US02557","ZCTA5 02557","1750","232","13","23","201","130","0","12","0","12","(X)","(X)","0.7","1.3","11.5","7.0","0.0","2.0","0.0","2.0","44","85","0","12","44","85","0","12","0","12","2.5","4.7","0.0","85.4","21.9","36.1","-","**","-","**"
"8600000US02558","ZCTA5 02558","738","211","0","12","150","109","0","12","0","12","(X)","(X)","0.0","4.6","20.3","14.7","0.0","4.6","0.0","4.6","0","12","0","12","0","12","0","12","0","12","0.0","4.6","-","**","0.0","20.6","-","**","-","**"
"8600000US02559","ZCTA5 02559","1813","234","0","12","114","91","0","12","0","12","(X)","(X)","0.0","1.9","6.3","4.7","0.0","1.9","0.0","1.9","0","12","0","12","0","12","0","12","0","12","0.0","1.9","-","**","0.0","26.0","-","**","-","**"
"8600000US02561","ZCTA5 02561","137","90","0","12","0","12","0","12","0","12","(X)","(X)","0.0","22.3","0.0","22.3","0.0","22.3","0.0","22.3","0","12","0","12","0","12","0","12","0","12","0.0","22.3","-","**","-","**","-","**","-","**"
"8600000US02562","ZCTA5 02562","1292","137","109","68","28","26","0","12","0","12","(X)","(X)","8.4","5.1","2.2","2.0","0.0","2.7","0.0","2.7","0","12","0","12","0","12","0","12","0","12","0.0","2.7","0.0","26.9","0.0","58.2","-","**","-","**"
"8600000US02563","ZCTA5 02563","3998","307","58","42","147","75","54","45","0","17","(X)","(X)","1.5","1.0","3.7","1.9","1.4","1.1","0.0","0.9","0","17","0","17","0","17","0","17","0","17","0.0","0.9","0.0","40.4","0.0","21.0","0.0","41.9","-","**"
"8600000US02564","ZCTA5 02564","66","40","0","12","0","12","0","12","0","12","(X)","(X)","0.0","37.9","0.0","37.9","0.0","37.9","0.0","37.9","0","12","0","12","0","12","0","12","0","12","0.0","37.9","-","**","-","**","-","**","-","**"
"8600000US02568","ZCTA5 02568","1836","190","27","34","241","107","0","12","18","26","(X)","(X)","1.5","1.8","13.1","5.5","0.0","1.9","1.0","1.4","12","22","0","12","12","22","0","12","0","12","0.7","1.2","0.0","59.2","5.0","9.1","-","**","0.0","72.5"
"8600000US02571","ZCTA5 02571","4185","346","46","44","382","192","21","28","19","32","(X)","(X)","1.1","1.1","9.1","4.4","0.5","0.7","0.5","0.8","35","52","0","19","35","52","0","19","0","19","0.8","1.2","0.0","45.4","9.2","13.3","0.0","67.2","0.0","70.6"
